marka,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
audi, A1,2017.0,14995.0,Manual,15000.0,Petrol,30.0,56.5,1.4
skoda, Fabia,2016.0,7999.0,Manual,44148.0,Petrol,20.0,60.1,1.2
audi, R8,2016.0,79900.0,Semi-Auto,10172.0,Petrol,570.0,24.8,5.2
audi, A1,2018.0,14750.0,Manual,11066.0,Petrol,150.0,57.7,1.4
merc, C Class,2019.0,30995.0,Automatic,9.0,Diesel,145.0,57.7,2.0
toyota, C-HR,2019.0,28762.0,Automatic,3498.0,Other,135.0,54.3,2.0
audi, A7,2014.0,16800.0,Automatic,42709.0,Diesel,200.0,47.9,3.0
ford, Fiesta,2018.0,17250.0,Manual,6720.0,Petrol,150.0,40.3,1.5
merc, C Class,2017.0,18372.0,Semi-Auto,26508.0,Petrol,145.0,50.4,2.0
focus, Focus,2018.0,12990.0,Manual,10384.0,Petrol,145.0,54.3,1.0
ford, KA,2010.0,2995.0,Manual,48000.0,Petrol,30.0,55.4,1.2
bmw, X6,2018.0,36995.0,Semi-Auto,6100.0,Diesel,145.0,47.1,3.0
ford, Fiesta,2017.0,10291.0,Manual,21127.0,Petrol,0.0,65.7,1.0
merc, C Class,2018.0,28750.0,Automatic,7140.0,Diesel,145.0,54.3,2.0
audi, A3,2017.0,22495.0,Manual,16000.0,Petrol,200.0,40.4,2.0
bmw, 1 Series,2019.0,16500.0,Manual,5500.0,Diesel,145.0,72.4,1.5
focus, Focus,2017.0,11670.0,Manual,26754.0,Diesel,145.0,54.3,1.5
bmw, 1 Series,2019.0,15199.0,Manual,11191.0,Petrol,145.0,53.3,1.5
unclean focus, Focus,2017.0,15750.0,Manual,34980.0,Petrol,145.0,54.3,1.6
audi, A1,2012.0,10290.0,Manual,44331.0,Petrol,125.0,52.3,1.4
focus, Focus,2017.0,11000.0,Manual,17339.0,Petrol,145.0,54.3,1.0
unclean focus, Focus,2017.0,9830.0,Manual,26340.0,Petrol,145.0,54.3,1.6
cclass, C Class,2019.0,31450.0,Semi-Auto,5104.0,Diesel,145.0,54.3,2.0
ford, Fiesta,2019.0,13491.0,Manual,2957.0,Petrol,145.0,58.9,1.0
toyota, Yaris,2017.0,12790.0,Automatic,33659.0,Hybrid,0.0,86.0,1.5
focus, Focus,2017.0,10499.0,Manual,37073.0,Diesel,145.0,54.3,1.5
vauxhall, Astra,2017.0,8998.0,Manual,29598.0,Petrol,125.0,51.4,1.4
merc, GLC Class,2016.0,27998.0,Semi-Auto,43910.0,Diesel,145.0,56.5,2.1
audi, Q5,2019.0,34452.0,Semi-Auto,6831.0,Diesel,145.0,38.2,2.0
unclean cclass, C Class,2015.0,11000.0,Manual,83193.0,31,145.0,54.3,1.6
focus, Focus,2019.0,19375.0,Manual,7021.0,Diesel,145.0,54.3,1.5
ford, Focus,2018.0,15250.0,Manual,21500.0,Diesel,145.0,74.3,1.5
bmw, 2 Series,2018.0,18291.0,Semi-Auto,10028.0,Petrol,145.0,47.9,2.0
unclean cclass, C Class,2020.0,33509.0,Semi-Auto,1000.0,Petrol,145.0,54.3,1.6
merc, C Class,2015.0,16315.0,Semi-Auto,46155.0,Diesel,30.0,64.2,2.1
merc, C Class,2018.0,27622.0,Semi-Auto,8984.0,Petrol,145.0,44.1,1.5
merc, V Class,2019.0,47490.0,Automatic,20.0,Diesel,145.0,36.7,2.0
bmw, 5 Series,2019.0,31670.0,Automatic,11537.0,Diesel,145.0,62.8,2.0
vauxhall, Insignia,2019.0,18990.0,Manual,11112.0,Diesel,145.0,61.4,1.6
audi, Q7,2019.0,44212.0,Semi-Auto,6000.0,Diesel,145.0,33.2,3.0
ford, EcoSport,2019.0,16950.0,Automatic,1086.0,Petrol,145.0,44.1,1.0
bmw, 5 Series,2014.0,12891.0,Semi-Auto,72000.0,Diesel,125.0,57.6,2.0
vw, Golf,2018.0,16795.0,Manual,30200.0,Petrol,145.0,45.6,1.5
toyota, Aygo,2018.0,7888.0,Manual,11773.0,Petrol,145.0,56.5,1.0
unclean cclass, C Class,2016.0,13490.0,Automatic,79000.0,37,145.0,54.3,1.6
merc, C Class,2018.0,22991.0,Automatic,12000.0,Petrol,145.0,44.1,1.5
toyota, Yaris,2018.0,10995.0,Manual,22422.0,Petrol,145.0,56.5,1.5
audi, A1,2015.0,10495.0,Manual,34190.0,Diesel,0.0,80.7,1.6
audi, A3,2013.0,6995.0,Manual,60000.0,Diesel,20.0,68.9,1.6
focus, Focus,2018.0,15800.0,Automatic,9816.0,Petrol,145.0,54.3,1.0
toyota, Auris,2016.0,13722.0,Automatic,11964.0,Hybrid,0.0,78.5,1.8
ford, Focus,2018.0,15995.0,Manual,900.0,Petrol,145.0,58.9,1.0
ford, Kuga,2016.0,14000.0,Manual,25930.0,Diesel,125.0,60.1,2.0
audi, Q5,2016.0,22950.0,Manual,52821.0,Petrol,260.0,35.8,2.0
unclean focus, Focus,2017.0,17997.0,Manual,10200.0,26,145.0,54.3,1.6
vauxhall, Zafira Tourer,2017.0,11900.0,Automatic,21227.0,Petrol,200.0,40.9,1.4
audi, A3,2016.0,11000.0,Manual,32467.0,Diesel,20.0,70.6,1.6
bmw, 1 Series,2017.0,12800.0,Manual,18825.0,Petrol,125.0,53.3,1.5
merc, A Class,2020.0,25990.0,Semi-Auto,2000.0,Petrol,145.0,47.9,1.3
ford, Focus,2018.0,18890.0,Manual,15450.0,Petrol,145.0,41.5,2.0
focus, Focus,2016.0,14500.0,Manual,35000.0,Petrol,145.0,54.3,2.0
vauxhall, Corsa,2018.0,7885.0,Manual,9876.0,Petrol,145.0,55.4,1.4
ford, Focus,2015.0,13000.0,Manual,46007.0,Diesel,20.0,67.3,2.0
hyundi, I30,2013.0,5995.0,Manual,59382.0,Petrol,160.0,46.0,1.4
ford, Fiesta,2019.0,18100.0,Manual,3050.0,Petrol,145.0,55.4,1.0
merc, A Class,2015.0,10500.0,Manual,70610.0,Diesel,20.0,72.4,1.5
ford, Fiesta,2015.0,9200.0,Manual,21261.0,Petrol,0.0,65.7,1.0
audi, Q8,2019.0,53000.0,Automatic,9002.0,Diesel,145.0,33.6,3.0
focus, Focus,2019.0,25498.0,Manual,4813.0,Petrol,145.0,54.3,2.3
ford, Focus,2019.0,17895.0,Manual,1696.0,Petrol,145.0,60.1,1.0
vauxhall, Astra,2016.0,8730.0,Manual,21090.0,Petrol,125.0,51.4,1.4
ford, Focus,2018.0,18695.0,Manual,12589.0,Petrol,145.0,41.5,2.0
merc, C Class,2019.0,69950.0,Automatic,1079.0,Petrol,145.0,27.2,4.0
hyundi, IX20,2015.0,7498.0,Manual,34123.0,Petrol,125.0,50.4,1.4
vauxhall, Astra,2016.0,9395.0,Manual,38120.0,Petrol,125.0,51.4,1.4
vw, Golf,2017.0,13950.0,Semi-Auto,18186.0,Petrol,150.0,55.4,1.4
skoda, Fabia,2016.0,8490.0,Manual,33308.0,Petrol,20.0,60.1,1.2
audi, Q2,2019.0,24479.0,Manual,3561.0,Petrol,145.0,43.5,1.5
vw, Touran,2018.0,19690.0,Semi-Auto,12949.0,Diesel,145.0,49.6,1.6
toyota, Auris,2018.0,12995.0,Manual,21658.0,Petrol,145.0,52.3,1.2
vauxhall, Crossland X,2019.0,11995.0,Manual,14465.0,Petrol,150.0,44.8,1.2
audi, A1,2015.0,11995.0,Manual,31500.0,Petrol,30.0,57.6,1.4
audi, A1,2019.0,22450.0,Semi-Auto,6063.0,Petrol,150.0,47.1,1.0
hyundi, I10,2010.0,2995.0,Manual,58000.0,Petrol,30.0,56.5,1.2
vw, T-Roc,2018.0,18990.0,Manual,15220.0,Diesel,150.0,56.5,2.0
audi, A1,2016.0,10500.0,Manual,18272.0,Petrol,0.0,67.3,1.0
vauxhall, Corsa,2019.0,12990.0,Automatic,3231.0,Petrol,145.0,40.9,1.4
ford, Fiesta,2016.0,8690.0,Manual,15990.0,Petrol,0.0,65.7,1.0
vw, Golf,2020.0,23450.0,Manual,1000.0,Petrol,145.0,49.6,1.5
ford, Focus,2019.0,15470.0,Manual,8724.0,Petrol,145.0,60.1,1.0
bmw, 4 Series,2020.0,42194.0,Semi-Auto,101.0,Petrol,145.0,39.2,3.0
ford, Fiesta,2017.0,9990.0,Manual,21047.0,Petrol,145.0,65.7,1.0
audi, Q2,2019.0,26995.0,Semi-Auto,6070.0,Petrol,145.0,40.9,1.5
focus, Focus,2019.0,16450.0,Manual,12677.0,Petrol,145.0,54.3,1.0
merc, GLA Class,2019.0,24995.0,Semi-Auto,7489.0,Petrol,145.0,48.7,1.6
unclean cclass, C Class,2017.0,22162.0,Semi-Auto,48142.0,33,145.0,54.3,1.6
unclean focus, Focus,2019.0,19070.0,Manual,4165.0,Petrol,145.0,54.3,1.6
ford, Focus,2018.0,11800.0,Manual,17312.0,Petrol,145.0,60.1,1.0
vauxhall, Adam,2014.0,6300.0,Manual,24517.0,Petrol,125.0,51.4,1.4
merc, GLC Class,2019.0,27949.0,Semi-Auto,8595.0,Diesel,145.0,56.5,2.1
vauxhall, Astra,2016.0,8998.0,Manual,29586.0,Petrol,125.0,51.4,1.4
skoda, Octavia,2017.0,9495.0,Manual,43457.0,Petrol,30.0,55.4,1.4
vw, Golf,2019.0,17495.0,Manual,6129.0,Petrol,145.0,47.1,1.5
ford, Focus,2018.0,11950.0,Manual,15654.0,Diesel,145.0,74.3,1.5
vauxhall, Viva,2016.0,5290.0,Manual,37316.0,Petrol,20.0,62.8,1.0
skoda, Rapid,2013.0,4591.0,Manual,50257.0,Petrol,125.0,52.3,1.2
audi, Q7,2019.0,49490.0,Automatic,6301.0,Diesel,145.0,33.2,3.0
merc, X-CLASS,2019.0,26000.0,Automatic,8100.0,Diesel,260.0,35.8,2.3
focus, Focus,2016.0,15291.0,Manual,36706.0,Diesel,145.0,54.3,2.0
skoda, Yeti Outdoor,2017.0,12990.0,Manual,11481.0,Diesel,30.0,62.8,2.0
bmw, 1 Series,2015.0,17500.0,Manual,42000.0,Petrol,305.0,35.3,3.0
toyota, Aygo,2017.0,8490.0,Manual,14513.0,Other,0.0,68.9,1.0
bmw, 3 Series,2017.0,17541.0,Automatic,24536.0,Petrol,145.0,48.7,2.0
skoda, Fabia,2019.0,11495.0,Manual,3002.0,Petrol,150.0,51.4,1.0
vw, Polo,2016.0,9289.0,Manual,30996.0,Petrol,20.0,58.9,1.0
vw, Golf,2017.0,19395.0,Manual,21466.0,Diesel,145.0,60.1,2.0
bmw, 3 Series,2019.0,21400.0,Semi-Auto,16086.0,Petrol,145.0,48.7,2.0
vw, Beetle,2016.0,10941.0,Manual,21930.0,Petrol,125.0,51.4,1.2
ford, Focus,2019.0,16797.0,Manual,4523.0,Petrol,145.0,60.1,1.0
toyota, Land Cruiser,2015.0,32498.0,Automatic,16871.0,Diesel,325.0,34.9,3.0
ford, Fiesta,2014.0,7090.0,Manual,28877.0,Petrol,0.0,65.7,1.0
vw, Golf,2019.0,19973.0,Semi-Auto,5145.0,Petrol,145.0,44.8,1.5
vw, Polo,2019.0,19126.0,Semi-Auto,2883.0,Petrol,145.0,39.8,2.0
vw, Golf,2016.0,12100.0,Manual,80105.0,Diesel,20.0,67.3,2.0
vw, Tiguan,2016.0,16852.0,Manual,21155.0,Diesel,125.0,58.9,2.0
unclean cclass, C Class,2017.0,22950.0,Automatic,19000.0,32,145.0,54.3,1.6
vw, Golf,2017.0,16300.0,Manual,34494.0,Diesel,30.0,60.1,2.0
vauxhall, Mokka,2016.0,9471.0,Manual,28248.0,Petrol,205.0,40.9,1.6
skoda, Octavia,2019.0,19999.0,Manual,16587.0,Petrol,150.0,35.8,2.0
vauxhall, Corsa,2010.0,2999.0,Manual,61087.0,Petrol,125.0,53.3,1.2
audi, A3,2019.0,22262.0,Manual,11252.0,Diesel,145.0,51.4,1.6
focus, Focus,2018.0,13499.0,Manual,11524.0,Petrol,145.0,54.3,1.0
ford, Fiesta,2018.0,9150.0,Manual,24046.0,Petrol,145.0,65.7,1.0
vauxhall, Grandland X,2018.0,13595.0,Manual,11583.0,Petrol,145.0,55.4,1.2
ford, Focus,2018.0,11500.0,Manual,8286.0,Petrol,150.0,60.1,1.0
vw, Caravelle,2019.0,39888.0,Automatic,11441.0,Diesel,145.0,33.6,2.0
ford, Kuga,2018.0,14999.0,Manual,35553.0,Diesel,145.0,60.1,2.0
focus, Focus,2017.0,10600.0,Manual,10021.0,Petrol,145.0,54.3,1.0
merc, E Class,2016.0,22399.0,Semi-Auto,33087.0,Diesel,30.0,65.7,2.0
focus, Focus,2017.0,11499.0,Manual,35763.0,Petrol,145.0,54.3,1.5
toyota, Yaris,2018.0,9295.0,Manual,28445.0,Petrol,145.0,65.7,1.0
vauxhall, Astra,2016.0,10498.0,Manual,17830.0,Diesel,20.0,72.4,1.6
ford, Focus,2019.0,15763.0,Automatic,11773.0,Diesel,145.0,74.3,1.5
audi, Q5,2020.0,40990.0,Semi-Auto,5000.0,Petrol,145.0,32.1,2.0
vw, Polo,2019.0,15985.0,Manual,3205.0,Petrol,145.0,52.3,1.0
ford, Fiesta,2017.0,9299.0,Manual,21713.0,Petrol,0.0,65.7,1.0
skoda, Kodiaq,2018.0,24991.0,Automatic,20709.0,Diesel,150.0,49.6,2.0
audi, Q3,2018.0,20844.0,Manual,9600.0,Diesel,145.0,56.5,2.0
toyota, Aygo,2018.0,7830.0,Manual,15929.0,Petrol,145.0,68.9,1.0
ford, Tourneo Custom,2019.0,29999.0,Manual,100.0,Diesel,145.0,30.1,2.0
toyota, Auris,2014.0,10995.0,Automatic,46988.0,Hybrid,0.0,72.4,1.8
ford, Focus,2019.0,19998.0,Automatic,6879.0,Diesel,145.0,51.4,2.0
merc, A Class,2014.0,12700.0,Automatic,33703.0,Diesel,20.0,64.2,2.1
vw, Polo,2017.0,11299.0,Automatic,16861.0,Petrol,20.0,60.1,1.2
ford, Focus,2017.0,9620.0,Automatic,25668.0,Petrol,125.0,51.4,1.0
merc, S Class,2019.0,52950.0,Automatic,4320.0,Diesel,145.0,52.3,3.0
merc, GLC Class,2017.0,30122.0,Semi-Auto,24046.0,Diesel,145.0,56.5,2.1
vauxhall, Corsa,2013.0,3495.0,Manual,63414.0,Petrol,30.0,55.4,1.0
merc, GLB Class,2020.0,36880.0,Semi-Auto,3001.0,Diesel,145.0,44.8,2.0
vauxhall, Combo Life,2018.0,13300.0,Manual,14066.0,Diesel,145.0,53.3,1.5
vauxhall, Crossland X,2019.0,15999.0,Automatic,4488.0,Petrol,145.0,44.8,1.2
audi, A5,2017.0,21930.0,Semi-Auto,29795.0,Diesel,145.0,70.6,2.0
ford, EcoSport,2018.0,13491.0,Manual,14403.0,Petrol,145.0,54.3,1.0
vauxhall, Astra,2017.0,12400.0,Semi-Auto,19237.0,Petrol,125.0,51.4,1.4
vw, Polo,2017.0,9120.0,Manual,40916.0,Diesel,0.0,83.1,1.4
ford, Kuga,2014.0,9999.0,Manual,50999.0,Diesel,145.0,53.3,2.0
bmw, 3 Series,2016.0,18998.0,Semi-Auto,28762.0,Diesel,160.0,51.4,3.0
cclass, C Class,2019.0,28999.0,Semi-Auto,14366.0,Diesel,145.0,54.3,2.0
merc, C Class,2018.0,39000.0,Semi-Auto,7011.0,Petrol,150.0,29.1,3.0
vw, Sharan,2018.0,19850.0,Semi-Auto,19966.0,Diesel,145.0,54.3,2.0
hyundi, Santa Fe,2019.0,33799.0,Automatic,5732.0,Diesel,145.0,39.2,2.2
audi, Q2,2019.0,21032.0,Manual,1782.0,Diesel,150.0,49.6,1.6
hyundi, Tucson,2017.0,13771.0,Manual,5877.0,Diesel,30.0,61.7,1.7
unclean focus, Focus,2020.0,28998.0,Manual,2985.0,Petrol,145.0,54.3,1.6
vw, Golf,2017.0,13498.0,Semi-Auto,18732.0,Diesel,20.0,58.9,1.6
ford, Focus,2018.0,12000.0,Manual,12564.0,Petrol,145.0,60.1,1.0
merc, CL Class,2019.0,25991.0,Semi-Auto,10652.0,Diesel,145.0,51.4,2.2
ford, Focus,2013.0,6370.0,Manual,50223.0,Petrol,30.0,56.5,1.0
focus, Focus,2016.0,9552.0,Manual,32963.0,Diesel,145.0,54.3,1.5
ford, Focus,2015.0,6490.0,Manual,69000.0,Diesel,0.0,74.3,1.5
bmw, X5,2019.0,44980.0,Semi-Auto,7383.0,Diesel,145.0,37.7,3.0
ford, Fiesta,2017.0,8699.0,Manual,8711.0,Petrol,145.0,65.7,1.0
vauxhall, Corsa,2015.0,5850.0,Manual,30955.0,Petrol,125.0,53.3,1.2
bmw, 3 Series,2018.0,21998.0,Semi-Auto,17810.0,Diesel,145.0,60.1,2.0
hyundi, I20,2014.0,4993.0,Manual,42545.0,Petrol,30.0,57.6,1.2
vw, Tiguan,2018.0,19995.0,Manual,3283.0,Petrol,150.0,46.3,1.4
bmw, 4 Series,2015.0,14400.0,Automatic,63034.0,Diesel,30.0,65.7,2.0
bmw, 3 Series,2018.0,20690.0,Automatic,16986.0,Diesel,145.0,64.2,2.0
vauxhall, Astra,2019.0,12499.0,Manual,9762.0,Petrol,145.0,51.4,1.4
ford, B-MAX,2018.0,10500.0,Manual,7994.0,Petrol,145.0,55.4,1.0
skoda, Fabia,2019.0,11900.0,Manual,1455.0,Petrol,145.0,52.3,1.0
vauxhall, Viva,2016.0,5900.0,Manual,23097.0,Petrol,20.0,62.8,1.0
audi, Q5,2020.0,53990.0,Semi-Auto,6000.0,Diesel,145.0,34.5,3.0
bmw, 2 Series,2019.0,24230.0,Semi-Auto,4301.0,Petrol,145.0,48.7,2.0
merc, C Class,2015.0,13599.0,Automatic,44598.0,Diesel,30.0,64.2,2.1
audi, A1,2016.0,12798.0,Manual,19512.0,Petrol,0.0,67.3,1.0
unclean focus, Focus,2019.0,19000.0,Manual,5672.0,Diesel,145.0,54.3,1.6
vw, Sharan,2019.0,28000.0,Semi-Auto,1694.0,Diesel,145.0,41.5,2.0
toyota, Avensis,2017.0,12498.0,Manual,24705.0,Petrol,145.0,47.1,1.8
vw, Golf,2019.0,29999.0,Semi-Auto,5777.0,Petrol,145.0,32.8,2.0
skoda, Fabia,2019.0,14995.0,Automatic,7000.0,Petrol,145.0,60.1,1.0
ford, Mondeo,2018.0,14399.0,Automatic,26793.0,Diesel,145.0,45.6,2.0
vauxhall, Mokka X,2019.0,13299.0,Manual,14685.0,Petrol,145.0,39.2,1.4
unclean cclass, C Class,2016.0,17990.0,Semi-Auto,51300.0,38,145.0,54.3,1.6
merc, A Class,2019.0,22850.0,Automatic,6202.0,Diesel,145.0,56.5,2.0
ford, EcoSport,2015.0,8800.0,Manual,22837.0,Petrol,160.0,44.8,1.5
toyota, Aygo,2019.0,10606.0,Automatic,8560.0,Petrol,145.0,55.4,1.0
vw, T-Roc,2019.0,21995.0,Manual,49.0,Diesel,145.0,50.4,1.6
focus, Focus,2015.0,9489.0,Manual,38000.0,Diesel,145.0,54.3,1.5
merc, A Class,2018.0,19385.0,Automatic,9122.0,Diesel,145.0,65.7,1.5
vauxhall, Zafira Tourer,2016.0,12990.0,Automatic,14000.0,Petrol,200.0,40.9,1.4
bmw, 1 Series,2017.0,19845.0,Semi-Auto,20000.0,Petrol,205.0,39.8,3.0
vauxhall, Astra,2016.0,7700.0,Manual,61073.0,Diesel,0.0,85.6,1.6
bmw, 1 Series,2019.0,14500.0,Manual,30372.0,Petrol,145.0,53.3,1.5
vw, Tiguan,2016.0,14970.0,Manual,28977.0,Diesel,145.0,53.3,2.0
bmw, 8 Series,2020.0,59995.0,Semi-Auto,1501.0,Petrol,145.0,31.7,3.0
audi, Q7,2015.0,24500.0,Semi-Auto,56000.0,Diesel,200.0,47.9,3.0
unclean cclass, C Class,2018.0,37999.0,Semi-Auto,5000.0,Petrol,145.0,54.3,1.6
audi, A4,2017.0,24725.0,Semi-Auto,51249.0,Petrol,235.0,37.7,3.0
vw, Up,2018.0,8600.0,Manual,3980.0,Petrol,145.0,54.3,1.0
focus, Focus,2009.0,21500.0,Manual,44482.0,Petrol,145.0,54.3,2.5
hyundi, Ioniq,2018.0,16000.0,Automatic,27742.0,Hybrid,135.0,78.5,1.6
vauxhall, Grandland X,2019.0,16799.0,Automatic,6162.0,Diesel,145.0,57.7,1.5
hyundi, I20,2019.0,11790.0,Manual,7097.0,Petrol,145.0,46.3,1.2
skoda, Kamiq,2019.0,22950.0,Semi-Auto,1001.0,Petrol,145.0,43.5,1.5
toyota, Aygo,2018.0,7495.0,Manual,18720.0,Petrol,145.0,68.9,1.0
audi, A1,2013.0,9480.0,Manual,33013.0,Petrol,125.0,53.3,1.4
vw, Passat,2017.0,19995.0,Semi-Auto,27578.0,Hybrid,0.0,166.0,1.4
vauxhall, Adam,2014.0,6395.0,Manual,20415.0,Petrol,125.0,51.4,1.4
unclean focus, Focus,2017.0,11998.0,Manual,9038.0,Diesel,145.0,54.3,1.6
toyota, Yaris,2016.0,14000.0,Automatic,12493.0,Hybrid,0.0,78.0,1.5
ford, S-MAX,2019.0,25990.0,Semi-Auto,9282.0,Diesel,145.0,51.4,2.0
cclass, C Class,2018.0,25750.0,Semi-Auto,6983.0,Diesel,145.0,54.3,2.1
skoda, Octavia,2015.0,9995.0,Manual,70414.0,Diesel,125.0,58.9,2.0
ford, Ka+,2018.0,7797.0,Manual,13000.0,Petrol,145.0,57.7,1.2
skoda, Octavia,2019.0,13816.0,Semi-Auto,14239.0,Petrol,145.0,61.4,1.0
unclean focus, Focus,2017.0,11850.0,Manual,15013.0,Diesel,145.0,54.3,1.6
vauxhall, Viva,2019.0,8495.0,Manual,6849.0,Petrol,145.0,46.3,1.0
audi, A1,2017.0,12990.0,Manual,11570.0,Petrol,30.0,55.4,1.4
vauxhall, Zafira,2016.0,10775.0,Automatic,51472.0,Petrol,200.0,40.9,1.4
vauxhall, Viva,2015.0,4995.0,Manual,23198.0,Petrol,20.0,62.8,1.0
merc, A Class,2020.0,24980.0,Manual,16.0,Petrol,145.0,28.5,1.3
audi, A5,2020.0,28990.0,Semi-Auto,2640.0,Petrol,145.0,37.7,2.0
vw, Golf,2018.0,23495.0,Semi-Auto,12200.0,Petrol,145.0,37.7,2.0
focus, Focus,2017.0,12495.0,Manual,35027.0,Petrol,145.0,54.3,1.0
ford, Focus,2019.0,14699.0,Manual,5626.0,Diesel,145.0,80.7,1.5
merc, A Class,2019.0,22299.0,Semi-Auto,2750.0,Diesel,145.0,65.7,1.5
vw, Golf,2016.0,14498.0,Manual,47801.0,Diesel,20.0,67.3,2.0
unclean focus, Focus,2017.0,11500.0,Automatic,36200.0,Diesel,145.0,54.3,1.6
vw, Polo,2017.0,11990.0,Manual,19226.0,Diesel,145.0,60.1,1.4
audi, A1,2016.0,14998.0,Semi-Auto,19687.0,Petrol,30.0,70.6,1.4
ford, KA,2008.0,1550.0,Manual,77000.0,Petrol,200.0,43.5,1.3
skoda, Yeti Outdoor,2017.0,13250.0,Manual,24601.0,Diesel,30.0,62.8,2.0
bmw, 2 Series,2020.0,29995.0,Semi-Auto,1000.0,Petrol,145.0,47.9,2.0
vw, Polo,2008.0,4695.0,Manual,50000.0,Diesel,30.0,62.8,1.4
merc, C Class,2017.0,17998.0,Semi-Auto,22349.0,Petrol,145.0,50.4,2.0
toyota, Land Cruiser,2015.0,29875.0,Automatic,51437.0,Diesel,300.0,38.2,2.8
cclass, C Class,2019.0,31199.0,Semi-Auto,2000.0,Petrol,145.0,54.3,1.5
cclass, C Class,2018.0,22991.0,Automatic,12000.0,Petrol,145.0,54.3,1.5
ford, Kuga,2016.0,12740.0,Manual,36215.0,Diesel,125.0,60.1,2.0
ford, Fiesta,2016.0,7550.0,Manual,46000.0,Diesel,0.0,78.5,1.5
vw, Up,2019.0,10350.0,Manual,3000.0,Petrol,145.0,54.3,1.0
bmw, 2 Series,2019.0,21450.0,Automatic,8702.0,Hybrid,135.0,148.7,1.5
bmw, X5,2018.0,37498.0,Automatic,25930.0,Petrol,145.0,29.1,4.4
vw, Golf,2019.0,20950.0,Automatic,6441.0,Diesel,145.0,52.3,2.0
toyota, Avensis,2014.0,7999.0,Manual,44537.0,Diesel,30.0,61.4,2.0
audi, Q5,2019.0,31698.0,Semi-Auto,74.0,Petrol,145.0,33.2,2.0
bmw, X1,2019.0,28180.0,Automatic,123.0,Petrol,145.0,39.8,1.5
merc, A Class,2016.0,15999.0,Automatic,55316.0,Diesel,20.0,67.3,2.1
ford, EcoSport,2019.0,17990.0,Semi-Auto,10.0,Petrol,150.0,44.1,1.0
ford, Fiesta,2018.0,11800.0,Manual,14024.0,Petrol,145.0,62.8,1.0
hyundi, Santa Fe,2019.0,33799.0,Semi-Auto,5473.0,Diesel,145.0,39.2,2.2
hyundi, Santa Fe,2018.0,30500.0,Automatic,15157.0,Diesel,145.0,39.2,2.2
toyota, Corolla,2019.0,16990.0,Manual,10.0,Petrol,145.0,39.2,1.2
toyota, Yaris,2016.0,13534.0,Automatic,9857.0,Hybrid,0.0,78.0,1.5
audi, Q3,2019.0,32888.0,Semi-Auto,6022.0,Petrol,145.0,32.1,2.0
ford, Fiesta,2013.0,6520.0,Manual,28411.0,Diesel,0.0,76.4,1.5
toyota, RAV4,2017.0,20667.0,Automatic,25000.0,Hybrid,20.0,57.6,2.5
vw, Polo,2019.0,12988.0,Manual,8561.0,Petrol,150.0,48.7,1.0
skoda, Karoq,2019.0,18990.0,Manual,5405.0,Petrol,145.0,52.3,1.5
skoda, Kamiq,2019.0,20995.0,Semi-Auto,1000.0,Petrol,145.0,44.1,1.5
ford, Fiesta,2019.0,15700.0,Manual,4194.0,Petrol,145.0,51.4,1.0
merc, SL CLASS,2019.0,30599.0,Semi-Auto,1905.0,Petrol,145.0,47.9,2.0
unclean focus, Focus,2019.0,16500.0,Manual,14151.0,Petrol,145.0,54.3,1.6
hyundi, Ioniq,2019.0,16990.0,Automatic,1533.0,Hybrid,135.0,78.5,1.6
ford, EcoSport,2018.0,11489.0,Manual,2922.0,Diesel,145.0,64.2,1.5
bmw, 5 Series,2016.0,13795.0,Automatic,65251.0,Diesel,125.0,60.1,2.0
audi, A5,2017.0,20000.0,Automatic,34011.0,Diesel,30.0,62.8,2.0
toyota, Auris,2013.0,10795.0,Automatic,51295.0,Hybrid,0.0,74.3,1.8
merc, A Class,2016.0,15990.0,Manual,19715.0,Diesel,30.0,62.8,2.1
vauxhall, Grandland X,2019.0,16498.0,Manual,8890.0,Diesel,145.0,56.5,1.5
merc, C Class,2019.0,19394.0,Semi-Auto,14203.0,Petrol,145.0,46.3,1.5
bmw, 5 Series,2019.0,34995.0,Semi-Auto,6523.0,Diesel,145.0,56.5,3.0
vauxhall, Corsa,2018.0,8700.0,Manual,7416.0,Petrol,145.0,54.3,1.4
vw, Golf,2019.0,15370.0,Manual,10833.0,Petrol,145.0,49.6,1.0
audi, Q5,2016.0,34995.0,Semi-Auto,22809.0,Diesel,235.0,42.2,3.0
vw, Touran,2016.0,11590.0,Manual,59987.0,Diesel,30.0,61.4,1.6
bmw, 3 Series,2020.0,26999.0,Semi-Auto,570.0,Petrol,150.0,43.5,2.0
ford, Fiesta,2018.0,11200.0,Manual,11997.0,Petrol,145.0,65.7,1.0
toyota, Auris,2017.0,14000.0,Automatic,35633.0,Hybrid,0.0,78.5,1.8
unclean cclass, C Class,2013.0,9995.0,Automatic,69000.0,29,145.0,54.3,1.6
merc, C Class,2019.0,29000.0,Semi-Auto,4650.0,Petrol,145.0,44.1,2.0
hyundi, Tucson,2019.0,17449.0,Manual,3774.0,Petrol,150.0,34.9,1.6
focus, Focus,2019.0,18491.0,Manual,6121.0,Petrol,145.0,54.3,1.0
merc, X-CLASS,2019.0,32500.0,Automatic,40.0,Diesel,260.0,31.4,3.0
ford, Fiesta,2018.0,11240.0,Manual,15669.0,Petrol,145.0,65.7,1.0
